Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
事故防止の対策を講じる,たいさく,taisaku,Take measures to prevent accidents.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,事故防止の対策を講じる。,Take measures to prevent accidents.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
一概にそうとは言えない,いちがいに,ichigai ni,You can't say that as a rule.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,一概にそうとは言えない。,You can't say that as a rule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
無事の知らせに安堵した,あんど,ando,I felt relief upon hearing the news of their safety.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,無事の知らせに安堵した。,I felt relief upon hearing the news of their safety.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
ルールを守ってください,まもる,mamoru,Please follow the rules.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,ルールを守ってください。,Please follow the rules.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
政府が公式声明を発表した,せいめい,seimei,The government issued an official statement.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,政府が公式声明を発表した。,The government issued an official statement.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
結果に失望を隠せなかった,しつぼう,shitsubou,He couldn't hide his disappointment at the result.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,結果に失望を隠せなかった。,He couldn't hide his disappointment at the result.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
急な展開に呆気にとられた,あっけにとられる,akke ni torareru,I was dumbfounded by the sudden turn of events.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,急な展開に呆気にとられた。,I was dumbfounded by the sudden turn of events.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
波瀾万丈な人生を送ってきた,はらんばんじょう,haran banjou,He has lived an eventful life full of ups and downs.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,波瀾万丈な人生を送ってきた。,He has lived an eventful life full of ups and downs.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
大規模なイベントが開かれた,きぼ,kibo,A large-scale event was held.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,大規模なイベントが開かれた。,A large-scale event was held.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
恩師の逝去の知らせを受けた,せいきょ,seikyo,I received news of my mentor's passing.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,恩師の逝去の知らせを受けた。,I received news of my mentor's passing.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
将来を危惧する声が上がった,きぐ,kigu,Voices of apprehension about the future arose.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,将来を危惧する声が上がった。,Voices of apprehension about the future arose.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
応募者を篩にかけて選抜した,ふるいにかける,furui ni kakeru,They sifted through the applicants and selected candidates.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,応募者を篩にかけて選抜した。,They sifted through the applicants and selected candidates.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
世論の風向きが変わってきた,かざむきがかわる,kazamuki ga kawaru,The tide of public opinion has begun to turn.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,世論の風向きが変わってきた。,The tide of public opinion has begun to turn.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
国の財政が厳しい状況にある,ざいせい,zaisei,The nation's finances are in a difficult situation.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,国の財政が厳しい状況にある。,The nation's finances are in a difficult situation.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
